timestamp,company_name,score,mode,filename
2025-09-14 16:57:38,㈱アタック,,審査項目,事業計画書A社.pdf
2025-09-14 17:00:55,（企業名不明）,,審査項目,事業計画書A社.pdf
2025-09-14 17:07:37,（企業名不明）,82.0,審査項目,事業計画書A社.pdf
2025-09-15 09:34:42,㈱敏腕,82.0,審査項目,事業計画書B社.pdf
2025-09-15 09:35:20,㈱キャット,78.0,審査項目,事業計画書C社.pdf
2025-09-15 09:36:06,（企業名不明）,,誤字脱字,事業計画書A社.pdf
2025-09-15 09:37:35,（企業名不明）,85.0,審査項目,事業計画書B社.pdf
2025-09-15 09:38:00,（企業名不明）,,誤字脱字,事業計画書B社.pdf
2025-09-15 09:38:33,（企業名不明）,,誤字脱字,事業計画書C社.pdf
